,Origin,Destination,Destination_Latitude,Destination_Longitude
7807,SHE,YCU,35.114987,111.037051
7809,SHE,KIX,34.43533,135.243977
7810,SHE,YIW,29.344562,120.028808
7811,SHE,TSN,39.128273,117.355906
7813,SHE,SHS,30.321995,112.2781
7814,SHE,BKK,13.693062,100.752044
7816,SHE,INC,38.323031,106.388059
7817,SHE,JJN,24.802809,118.587293
7820,SHE,SIN,1.361173,103.990201
7826,SHE,HKG,22.315248,113.93649
7827,SHE,JNG,35.646944,116.742222
7829,SHE,NGO,34.858333,136.805278
7830,SHE,KWE,26.544217,106.79598
7831,SHE,UYN,38.361466,109.596181
7832,SHE,HNY,26.723889,112.618333
7835,SHE,YIH,30.549934,111.478938
7836,SHE,CJU,33.506698,126.493119
7837,SHE,PUS,35.179319,128.948728
7839,SHE,FUG,32.866667,115.7
7840,SHJ,DAC,23.848649,90.405874
7841,SHJ,DOH,25.260988,51.613594
7842,SHJ,TRV,8.476126,76.91907
7843,SHJ,DMM,26.471111,49.797778
7844,SHJ,COK,10.155644,76.390537
7845,SHJ,ISB,33.548333,72.825
7846,SHJ,BAH,26.269181,50.62605
7847,SHJ,BOM,19.089891,72.868047
7848,SHJ,DEL,28.556162,77.099958
7849,SHJ,JED,21.670232,39.150579
7850,SHJ,KHI,24.899986,67.16828
7851,SHJ,KWI,29.240116,47.971251
7852,SHJ,LHE,31.520833,74.402778
7855,SHJ,AMM,31.722535,35.989318
7857,SHJ,MED,24.544369,39.698966
7858,SHJ,HYD,17.233702,78.430427
7859,SHJ,KTM,27.699906,85.35657
7860,SHJ,LKO,26.764257,80.884186
7861,SHJ,MCT,23.600739,58.284042
7862,SHJ,RUH,24.959289,46.702876
7863,SHJ,SAW,40.904676,29.309188
7864,SHJ,CMB,7.174112,79.886494
7869,SHJ,BKK,13.693062,100.752044
7871,SHJ,TBS,41.674063,44.958958
7872,SHJ,BGW,33.255879,44.232069
7873,SHJ,GYD,40.462487,50.05039
7875,SHJ,IKA,35.408632,51.1548
7877,SHJ,TAS,41.257893,69.281204
7881,SHJ,HKT,8.107619,98.306436
7882,SHJ,KUL,2.744344,101.717259
7883,SHJ,IST,41.260278,28.741944
7885,SHJ,ALA,43.35136,77.037091
7886,SHJ,AMD,23.066389,72.624167
7887,SHJ,BEY,33.826073,35.493082
7888,SHJ,BLR,13.200771,77.710228
7890,SHJ,JAI,26.822004,75.800995
7892,SHJ,MAA,12.982267,80.163782
7893,SHJ,MHD,36.235207,59.640996
7895,SHJ,FRU,43.053581,74.469449
7901,SHJ,IDR,22.72715,75.808227
7910,SHJ,TZX,40.994191,39.781681
7918,SHJ,GOX,15.73139,73.86778
7919,SHJ,MLE,4.19183,73.529108
7920,SHS,PKX,39.508611,116.410833
7921,SHS,CAN,23.387862,113.29734
7922,SHS,KMG,25.101944,102.929167
7923,SHS,PVG,31.143333,121.805278
7924,SHS,SZX,22.639444,113.810833
7925,SHS,TNA,36.857689,117.206881
7926,SHS,XIY,34.438416,108.760946
7927,SHS,KWL,25.217585,110.046839
7928,SHS,SHE,41.634992,123.485731
7929,SHS,CKG,29.7192,106.641998
7930,SHS,NGB,29.826696,121.462002
7931,SHS,HAK,19.934877,110.45896
7932,SHS,DSN,39.496721,109.860527
7933,SHS,TYN,37.754996,112.62585
7934,SHS,FOC,25.931231,119.66923
7935,SHS,HGH,30.236934,120.432356
7936,SHS,KWE,26.544217,106.79598
7937,SHS,LHW,36.509497,103.61756
7938,SHS,SYX,18.305276,109.40888
7939,SHS,TFU,30.314195,104.44186
7940,SHS,WNZ,27.91566,120.847381
7941,SHS,XMN,24.543064,118.134178
7942,SHS,ZUH,22.011788,113.370601
7943,SIN,KUL,2.744344,101.717259
7944,SIN,CGK,-6.130643,106.655526
7945,SIN,BKK,13.693062,100.752044
7946,SIN,MNL,14.511205,121.019208
7947,SIN,DPS,-8.748056,115.1675
7948,SIN,HKG,22.315248,113.93649
7949,SIN,PEN,5.292961,100.265173
7950,SIN,PVG,31.143333,121.805278
7951,SIN,TPE,25.075512,121.23248
7952,SIN,ICN,37.458764,126.441961
7953,SIN,HKT,8.107619,98.306436
7954,SIN,SGN,10.813045,106.662477
7955,SIN,MAA,12.982267,80.163782
7956,SIN,HND,35.553476,139.781206
7957,SIN,NRT,35.773213,140.387443
7958,SIN,BOM,19.089891,72.868047
7959,SIN,CAN,23.387862,113.29734
7960,SIN,DEL,28.556162,77.099958
7961,SIN,PEK,40.078538,116.587095
7962,SIN,DXB,25.256557,55.366071
7963,SIN,PNH,11.552193,104.846174
7964,SIN,SUB,-7.377937,112.793782
7966,SIN,HAN,21.214184,105.802827
7967,SIN,DMK,13.9125,100.606667
7968,SIN,BLR,13.200771,77.710228
7970,SIN,KIX,34.43533,135.243977
7971,SIN,RGN,16.900069,96.134152
7972,SIN,SZX,22.639444,113.810833
7974,SIN,DAC,23.848649,90.405874
7975,SIN,TFU,30.314195,104.44186
7976,SIN,CKG,29.7192,106.641998
7977,SIN,DAD,16.053339,108.202753
7978,SIN,DOH,25.260988,51.613594
7979,SIN,KNO,3.635369,98.879016
7980,SIN,XMN,24.543064,118.134178
7981,SIN,HYD,17.233702,78.430427
7982,SIN,CEB,10.313333,123.982778
7983,SIN,IST,41.260278,28.741944
7986,SIN,HGH,30.236934,120.432356
7989,SIN,BKI,5.923961,116.050753
7990,SIN,CCU,22.655,88.447
7991,SIN,CMB,7.174112,79.886494
7992,SIN,COK,10.155644,76.390537
7993,SIN,MLE,4.19183,73.529108
7994,SIN,NKG,31.735737,118.86652
7995,SIN,CRK,15.187696,120.549789
7996,SIN,HAK,19.934877,110.45896
7997,SIN,FOC,25.931231,119.66923
7998,SIN,KMG,25.101944,102.929167
7999,SIN,MFM,22.156587,113.57285
8001,SIN,PUS,35.179319,128.948728
8002,SIN,WUH,30.776789,114.217577
8003,SIN,XIY,34.438416,108.760946
8004,SIN,AMD,23.066389,72.624167
8005,SIN,AUH,24.426912,54.645974
8007,SIN,CNX,18.769574,98.968409
8008,SIN,CSX,28.193336,113.214592
8009,SIN,FUK,33.584286,130.443891
8011,SIN,KTM,27.699906,85.35657
8012,SIN,NGO,34.858333,136.805278
8014,SIN,PKX,39.508611,116.410833
8015,SIN,TRV,8.476126,76.91907
8018,SIN,JED,21.670232,39.150579
8019,SIN,CJU,33.506698,126.493119
8022,SIN,TAO,36.361944,120.088333
8023,SIN,TNA,36.857689,117.206881
8024,SIN,TSN,39.128273,117.355906
8025,SIN,CGO,34.527519,113.840242
8026,SIN,JJN,24.802809,118.587293
8031,SIN,PNQ,18.581389,73.920556
8032,SIN,SHE,41.634992,123.485731
8034,SIN,WUX,31.492889,120.424374
8035,SIN,BAH,26.269181,50.62605
8036,SIN,BPN,-1.260623,116.900817
8037,SIN,CTS,42.787281,141.681341
8039,SIN,KHH,22.5725,120.345278
8040,SIN,NNG,22.61321,108.167501
8041,SIN,OKA,26.204954,127.645842
8042,SIN,SWA,23.54944,116.510277
8043,SIN,UPG,-5.077019,119.547738
8044,SIN,VTE,17.975432,102.567721
8045,SIN,HFE,31.992778,116.973333
8046,SIN,KHN,28.859902,115.907845
8047,SIN,SYX,18.305276,109.40888
8048,SIN,BBI,20.252853,85.817385
8049,SIN,GAU,26.105185,91.588427
8050,SIN,NGB,29.826696,121.462002
8054,SJW,KMG,25.101944,102.929167
8055,SJW,TFU,30.314195,104.44186
8056,SJW,CKG,29.7192,106.641998
8057,SJW,CAN,23.387862,113.29734
8058,SJW,PVG,31.143333,121.805278
8059,SJW,HGH,30.236934,120.432356
8060,SJW,SZX,22.639444,113.810833
8061,SJW,HRB,45.620854,126.23644
8062,SJW,XMN,24.543064,118.134178
8063,SJW,CGQ,43.99611,125.68528
8064,SJW,HET,40.854712,111.814157
8065,SJW,URC,43.90126,87.475148
8066,SJW,KWE,26.544217,106.79598
8067,SJW,SHE,41.634992,123.485731
8068,SJW,SYX,18.305276,109.40888
8069,SJW,DLC,38.96102,121.539991
8070,SJW,SHA,31.19779,121.333473
8071,SJW,CTU,30.581134,103.956799
8072,SJW,HAK,19.934877,110.45896
8074,SJW,XNN,36.527506,102.043002
8075,SJW,HLD,49.209906,119.818129
8076,SJW,WNZ,27.91566,120.847381
8077,SJW,LHW,36.509497,103.61756
8078,SJW,NKG,31.735737,118.86652
8080,SJW,NGB,29.826696,121.462002
8082,SJW,NNG,22.61321,108.167501
8084,SJW,YBP,28.801665,104.551835
8085,SJW,HYN,28.562224,121.428614
8086,SJW,CIF,42.154523,118.833173
8087,SJW,BAV,40.563442,109.998495
8088,SJW,YIW,29.344562,120.028808
8089,SJW,DSN,39.496721,109.860527
8090,SJW,HFE,31.992778,116.973333
8091,SJW,HIA,33.7875,119.12778
8092,SJW,KHN,28.859902,115.907845
8093,SJW,KWL,25.217585,110.046839
8094,SJW,LJG,26.679975,100.245768
8095,SJW,LYG,34.565938,118.876986
8096,SJW,MIG,31.427633,104.747139
8097,SJW,INC,38.323031,106.388059
8098,SJW,NTG,32.072921,120.975605
8099,SJW,YNZ,33.431217,120.204406
8100,SJW,ZUH,22.011788,113.370601
8101,SJW,JHG,21.973422,100.766454
8103,SJW,WMT,27.96222,106.435
8104,SJW,LZO,29.030556,105.46889
8105,SJW,FOC,25.931231,119.66923
8106,SJW,XIY,34.438416,108.760946
8107,SJW,YIH,30.549934,111.478938
8108,SJW,YNT,37.657222,120.987222
8111,SJW,SWA,23.54944,116.510277
8113,SJW,DZH,31.048611,107.435556
8115,SJW,JJN,24.802809,118.587293
8116,SJW,NRT,35.773213,140.387443
8117,SJW,KRL,41.616399,86.143123
8118,SJW,PUS,35.179319,128.948728
8119,SJW,ICN,37.458764,126.441961
8121,SUB,CGK,-6.130643,106.655526
8122,SUB,DPS,-8.748056,115.1675
8123,SUB,UPG,-5.077019,119.547738
8125,SUB,BPN,-1.260623,116.900817
8127,SUB,KUL,2.744344,101.717259
8129,SUB,SIN,1.361173,103.990201
8138,SUB,HKG,22.315248,113.93649
8146,SUB,KNO,3.635369,98.879016
8147,SUB,PEN,5.292961,100.265173
8153,SWA,PVG,31.143333,121.805278
8154,SWA,CKG,29.7192,106.641998
8155,SWA,KWE,26.544217,106.79598
8156,SWA,PKX,39.508611,116.410833
8157,SWA,HGH,30.236934,120.432356
8158,SWA,SHA,31.19779,121.333473
8159,SWA,TFU,30.314195,104.44186
8160,SWA,CSX,28.193336,113.214592
8161,SWA,NKG,31.735737,118.86652
8162,SWA,HAK,19.934877,110.45896
8163,SWA,CGO,34.527519,113.840242
8164,SWA,WUH,30.776789,114.217577
8165,SWA,YIW,29.344562,120.028808
8166,SWA,HFE,31.992778,116.973333
8167,SWA,ZHA,21.214727,110.362715
8168,SWA,XIY,34.438416,108.760946
8169,SWA,XUZ,34.055033,117.554758
8170,SWA,CAN,23.387862,113.29734
8171,SWA,HSN,29.935258,122.356914
8172,SWA,KMG,25.101944,102.929167
8173,SWA,NNG,22.61321,108.167501
8175,SWA,CZX,31.914116,119.779762
8176,SWA,TYN,37.754996,112.62585
8177,SWA,NGB,29.826696,121.462002
8178,SWA,TAO,36.361944,120.088333
8179,SWA,KUL,2.744344,101.717259
8180,SWA,KWL,25.217585,110.046839
8181,SWA,NTG,32.072921,120.975605
8182,SWA,PEK,40.078538,116.587095
8183,SWA,TNA,36.857689,117.206881
8184,SWA,WNZ,27.91566,120.847381
8185,SWA,YIH,30.549934,111.478938
8186,SWA,ZUH,22.011788,113.370601
8188,SWA,LYI,35.047477,118.407068
8189,SWA,LZO,29.030556,105.46889
8190,SWA,CTU,30.581134,103.956799
8191,SWA,DMK,13.9125,100.606667
8192,SWA,HYN,28.562224,121.428614
8193,SWA,HIA,33.7875,119.12778
8194,SWA,HNY,26.723889,112.618333
8195,SWA,KHN,28.859902,115.907845
8196,SWA,HET,40.854712,111.814157
8197,SWA,SIN,1.361173,103.990201
8198,SWA,DZH,31.048611,107.435556
8199,SWA,JGS,26.856899,114.737
8200,SWA,YBP,28.801665,104.551835
8203,SWA,SJW,38.281868,114.692106
8204,SWA,BKK,13.693062,100.752044
8205,SWA,ACX,25.085556,104.959444
8206,SWA,SYX,18.305276,109.40888
8207,SWA,HRB,45.620854,126.23644
8210,SWA,FUG,32.866667,115.7
8211,SWA,YTY,32.563057,119.720278
8212,SWA,PNH,11.552193,104.846174
8213,SWA,BKI,5.923961,116.050753
8214,SYX,CAN,23.387862,113.29734
8215,SYX,CSX,28.193336,113.214592
8216,SYX,TFU,30.314195,104.44186
8217,SYX,PVG,31.143333,121.805278
8218,SYX,PEK,40.078538,116.587095
8219,SYX,CKG,29.7192,106.641998
8220,SYX,XIY,34.438416,108.760946
8221,SYX,KWE,26.544217,106.79598
8222,SYX,HGH,30.236934,120.432356
8223,SYX,WUH,30.776789,114.217577
8224,SYX,SZX,22.639444,113.810833
8225,SYX,PKX,39.508611,116.410833
8226,SYX,CGO,34.527519,113.840242
8227,SYX,NKG,31.735737,118.86652
8228,SYX,SHA,31.19779,121.333473
8229,SYX,KMG,25.101944,102.929167
8230,SYX,CTU,30.581134,103.956799
8231,SYX,NNG,22.61321,108.167501
8232,SYX,SJW,38.281868,114.692106
8233,SYX,TNA,36.857689,117.206881
8234,SYX,HRB,45.620854,126.23644
8235,SYX,TYN,37.754996,112.62585
8236,SYX,SHE,41.634992,123.485731
8237,SYX,TSN,39.128273,117.355906
8238,SYX,WNZ,27.91566,120.847381
8239,SYX,WUX,31.492889,120.424374
8240,SYX,FOC,25.931231,119.66923
8241,SYX,HFE,31.992778,116.973333
8242,SYX,KHN,28.859902,115.907845
8243,SYX,XMN,24.543064,118.134178
8244,SYX,HKG,22.315248,113.93649
8245,SYX,WMT,27.96222,106.435
8246,SYX,YCU,35.114987,111.037051
8247,SYX,ZUH,22.011788,113.370601
8248,SYX,NTG,32.072921,120.975605
8250,SYX,JJN,24.802809,118.587293
8251,SYX,URC,43.90126,87.475148
8252,SYX,FUG,32.866667,115.7
8253,SYX,LZO,29.030556,105.46889
8255,SYX,YIH,30.549934,111.478938
8256,SYX,YTY,32.563057,119.720278
8257,SYX,ZHA,21.214727,110.362715
8259,SYX,CZX,31.914116,119.779762
8261,SYX,DZH,31.048611,107.435556
8262,SYX,JGS,26.856899,114.737
8263,SYX,SIN,1.361173,103.990201
8264,SYX,CGQ,43.99611,125.68528
8266,SYX,MIG,31.427633,104.747139
8267,SYX,NGB,29.826696,121.462002
8268,SYX,SWA,23.54944,116.510277
8269,SYX,DLC,38.96102,121.539991
8271,SYX,JNG,35.646944,116.742222
8272,SYX,SHS,30.321995,112.2781
8274,SYX,LYA,34.736361,112.385406
8275,SYX,LYI,35.047477,118.407068
8276,SYX,YNT,37.657222,120.987222
8277,SYX,JUZ,28.966667,118.833333
8279,SYX,XUZ,34.055033,117.554758
8281,SYX,KOW,25.849628,114.777786
8282,SYX,HNY,26.723889,112.618333
8283,SYX,KWL,25.217585,110.046839
8284,SYX,YBP,28.801665,104.551835
8285,SYX,ICN,37.458764,126.441961
8286,SYX,PNH,11.552193,104.846174
8287,SYX,PUS,35.179319,128.948728
8288,SZX,SHA,31.19779,121.333473
8289,SZX,HGH,30.236934,120.432356
8290,SZX,PEK,40.078538,116.587095
8291,SZX,CKG,29.7192,106.641998
8292,SZX,PKX,39.508611,116.410833
8293,SZX,CTU,30.581134,103.956799
8294,SZX,NKG,31.735737,118.86652
8295,SZX,XIY,34.438416,108.760946
8296,SZX,PVG,31.143333,121.805278
8297,SZX,CGO,34.527519,113.840242
8298,SZX,KMG,25.101944,102.929167
8299,SZX,HAK,19.934877,110.45896
8300,SZX,TFU,30.314195,104.44186
8301,SZX,HFE,31.992778,116.973333
8302,SZX,TNA,36.857689,117.206881
8303,SZX,WUH,30.776789,114.217577
8304,SZX,WUX,31.492889,120.424374
8305,SZX,TSN,39.128273,117.355906
8306,SZX,TAO,36.361944,120.088333
8307,SZX,SHE,41.634992,123.485731
8308,SZX,HRB,45.620854,126.23644
8309,SZX,NGB,29.826696,121.462002
8310,SZX,WNZ,27.91566,120.847381
8311,SZX,SYX,18.305276,109.40888
8312,SZX,KWE,26.544217,106.79598
8313,SZX,KUL,2.744344,101.717259
8314,SZX,TYN,37.754996,112.62585
8315,SZX,LHW,36.509497,103.61756
8316,SZX,ICN,37.458764,126.441961
8317,SZX,BKK,13.693062,100.752044
8318,SZX,CZX,31.914116,119.779762
8319,SZX,URC,43.90126,87.475148
8320,SZX,CGQ,43.99611,125.68528
8321,SZX,HAN,21.214184,105.802827
8322,SZX,NTG,32.072921,120.975605
8323,SZX,SIN,1.361173,103.990201
8324,SZX,SJW,38.281868,114.692106
8325,SZX,YTY,32.563057,119.720278
8326,SZX,DLC,38.96102,121.539991
8327,SZX,XUZ,34.055033,117.554758
8328,SZX,TPE,25.075512,121.23248
8329,SZX,YNT,37.657222,120.987222
8330,SZX,LJG,26.679975,100.245768
8331,SZX,SGN,10.813045,106.662477
8332,SZX,YIH,30.549934,111.478938
8333,SZX,YIW,29.344562,120.028808
8334,SZX,MIG,31.427633,104.747139
8335,SZX,DMK,13.9125,100.606667
8337,SZX,XFN,32.150067,112.290691
8338,SZX,YCU,35.114987,111.037051
8339,SZX,HYN,28.562224,121.428614
8340,SZX,INC,38.323031,106.388059
8341,SZX,KHN,28.859902,115.907845
8342,SZX,LYI,35.047477,118.407068
8343,SZX,LZO,29.030556,105.46889
8344,SZX,JHG,21.973422,100.766454
8345,SZX,XNN,36.527506,102.043002
8346,SZX,HIA,33.7875,119.12778
8348,SZX,PNH,11.552193,104.846174
8349,SZX,HLD,49.209906,119.818129
8350,SZX,YBP,28.801665,104.551835
8352,SZX,YNZ,33.431217,120.204406
8356,SZX,SHS,30.321995,112.2781
8360,SZX,WMT,27.96222,106.435
8361,SZX,DZH,31.048611,107.435556
8362,SZX,BKI,5.923961,116.050753
8364,SZX,CGK,-6.130643,106.655526
8365,SZX,NGO,34.858333,136.805278
8367,SZX,DPS,-8.748056,115.1675
8368,SZX,ENH,30.321934,109.482012
8369,SZX,FOC,25.931231,119.66923
8370,SZX,HET,40.854712,111.814157
8371,SZX,HKT,8.107619,98.306436
8372,SZX,HSN,29.935258,122.356914
8375,SZX,JNG,35.646944,116.742222
8376,SZX,JUZ,28.966667,118.833333
8377,SZX,KIX,34.43533,135.243977
8378,SZX,LYA,34.736361,112.385406
8379,SZX,HND,35.553476,139.781206
8380,SZX,LYG,34.565938,118.876986
8381,SZX,DLU,25.65135,100.323158
8382,SZX,NNG,22.61321,108.167501
8383,SZX,NRT,35.773213,140.387443
8385,SZX,BAV,40.563442,109.998495
8390,SZX,DXB,25.256557,55.366071
8395,SZX,MNL,14.511205,121.019208
8396,SZX,UYN,38.361466,109.596181
8398,SZX,ACX,25.085556,104.959444
8401,SZX,JGS,26.856899,114.737
8403,SZX,CIF,42.154523,118.833173
8407,SZX,DSN,39.496721,109.860527
8412,SZX,PEN,5.292961,100.265173
8415,SZX,CJU,33.506698,126.493119
8417,SZX,FUG,32.866667,115.7
8422,SZX,KHG,39.53689,76.010387
8423,SZX,RUH,24.959289,46.702876
8425,SZX,CSX,28.193336,113.214592
8426,SZX,KHH,22.5725,120.345278
8427,SZX,CTS,42.787281,141.681341
8429,SZX,IKA,35.408632,51.1548
8431,TAO,CAN,23.387862,113.29734
8432,TAO,ICN,37.458764,126.441961
8433,TAO,WUH,30.776789,114.217577
8434,TAO,SHE,41.634992,123.485731
8435,TAO,XIY,34.438416,108.760946
8436,TAO,HRB,45.620854,126.23644
8437,TAO,SHA,31.19779,121.333473
8438,TAO,CGQ,43.99611,125.68528
8439,TAO,CKG,29.7192,106.641998
8440,TAO,HGH,30.236934,120.432356
8441,TAO,PVG,31.143333,121.805278
8442,TAO,CSX,28.193336,113.214592
8443,TAO,TFU,30.314195,104.44186
8444,TAO,SZX,22.639444,113.810833
8445,TAO,DLC,38.96102,121.539991
8446,TAO,KHN,28.859902,115.907845
8447,TAO,PEK,40.078538,116.587095
8448,TAO,NGB,29.826696,121.462002
8449,TAO,CTU,30.581134,103.956799
8450,TAO,KMG,25.101944,102.929167
8451,TAO,HFE,31.992778,116.973333
8452,TAO,XMN,24.543064,118.134178
8453,TAO,FOC,25.931231,119.66923
8454,TAO,TYN,37.754996,112.62585
8455,TAO,KWE,26.544217,106.79598
8456,TAO,KIX,34.43533,135.243977
8457,TAO,HET,40.854712,111.814157
8458,TAO,NKG,31.735737,118.86652
8459,TAO,WNZ,27.91566,120.847381
8461,TAO,LHW,36.509497,103.61756
8462,TAO,HKG,22.315248,113.93649
8463,TAO,INC,38.323031,106.388059
8465,TAO,URC,43.90126,87.475148
8466,TAO,WUX,31.492889,120.424374
8467,TAO,HSN,29.935258,122.356914
8468,TAO,CGO,34.527519,113.840242
8469,TAO,CZX,31.914116,119.779762
8471,TAO,HYN,28.562224,121.428614
8472,TAO,YIH,30.549934,111.478938
8473,TAO,KWL,25.217585,110.046839
8474,TAO,DZH,31.048611,107.435556
8475,TAO,DSN,39.496721,109.860527
8476,TAO,BAV,40.563442,109.998495
8477,TAO,LJG,26.679975,100.245768
8478,TAO,UYN,38.361466,109.596181
8479,TAO,HAK,19.934877,110.45896
8480,TAO,SWA,23.54944,116.510277
8481,TAO,BKK,13.693062,100.752044
8484,TAO,NGO,34.858333,136.805278
8485,TAO,NNG,22.61321,108.167501
8486,TAO,PUS,35.179319,128.948728
8489,TAO,CIF,42.154523,118.833173
8490,TAO,HND,35.553476,139.781206
8492,TAO,DXB,25.256557,55.366071
8493,TAO,SIN,1.361173,103.990201
8494,TAO,MFM,22.156587,113.57285
8495,TAO,WMT,27.96222,106.435
8499,TAO,HNY,26.723889,112.618333
8500,TAO,JJN,24.802809,118.587293
8502,TAO,TPE,25.075512,121.23248
8503,TAO,XFN,32.150067,112.290691
8504,TAO,YCU,35.114987,111.037051
8505,TAO,KUL,2.744344,101.717259
8506,TAO,CJU,33.506698,126.493119
8508,TAO,FUG,32.866667,115.7
8509,TAO,JNG,35.646944,116.742222
8510,TAO,HLD,49.209906,119.818129
8511,TAO,YIW,29.344562,120.028808
8513,TAO,DYG,29.10712,110.445685
8514,TAO,NRT,35.773213,140.387443
8515,TAO,YBP,28.801665,104.551835
8516,TAO,MIG,31.427633,104.747139
8518,TAO,KTM,27.699906,85.35657
8521,TAO,XNN,36.527506,102.043002
8522,TAS,IST,41.260278,28.741944
8523,TAS,ALA,43.35136,77.037091
8524,TAS,DXB,25.256557,55.366071
8527,TAS,JED,21.670232,39.150579
8528,TAS,DEL,28.556162,77.099958
8530,TAS,ICN,37.458764,126.441961
8531,TAS,NQZ,51.027811,71.461199
8532,TAS,FRU,43.053581,74.469449
8535,TAS,GYD,40.462487,50.05039
8536,TAS,AUH,24.426912,54.645974
8540,TAS,SHJ,25.320873,55.52029
8543,TAS,PKX,39.508611,116.410833
8544,TAS,URC,43.90126,87.475148
8545,TAS,DOH,25.260988,51.613594
8546,TAS,KWI,29.240116,47.971251
8547,TAS,TBS,41.674063,44.958958
8548,TAS,KUL,2.744344,101.717259
8551,TAS,XIY,34.438416,108.760946
8552,TAS,TFU,30.314195,104.44186
8553,TAS,ESB,40.114941,32.993145
8554,TAS,PEK,40.078538,116.587095
8555,TAS,BOM,19.089891,72.868047
8558,TAS,CGK,-6.130643,106.655526
8559,TAS,BKK,13.693062,100.752044
8560,TAS,NRT,35.773213,140.387443
8563,TAS,HKT,8.107619,98.306436
8565,TAS,GOX,15.73139,73.86778
8566,TBS,GYD,40.462487,50.05039
8567,TBS,IST,41.260278,28.741944
8568,TBS,SAW,40.904676,29.309188
8570,TBS,IKA,35.408632,51.1548
8571,TBS,DXB,25.256557,55.366071
8573,TBS,SHJ,25.320873,55.52029
8575,TBS,AYT,36.899282,30.801349
8576,TBS,KWI,29.240116,47.971251
8577,TBS,URC,43.90126,87.475148
8578,TBS,DEL,28.556162,77.099958
8579,TBS,DOH,25.260988,51.613594
8580,TBS,ALA,43.35136,77.037091
8581,TBS,AUH,24.426912,54.645974
8582,TBS,JED,21.670232,39.150579
8583,TBS,TAS,41.257893,69.281204
8584,TBS,RUH,24.959289,46.702876
8586,TBS,BAH,26.269181,50.62605
8587,TBS,ESB,40.114941,32.993145
8588,TBS,NQZ,51.027811,71.461199
8590,TBS,ADB,38.294403,27.147594
8591,TBS,AMM,31.722535,35.989318
8592,TBS,BGW,33.255879,44.232069
8594,TFU,WUH,30.776789,114.217577
8595,TFU,SZX,22.639444,113.810833
8596,TFU,SHA,31.19779,121.333473
8597,TFU,HGH,30.236934,120.432356
8598,TFU,KMG,25.101944,102.929167
8599,TFU,URC,43.90126,87.475148
8600,TFU,TNA,36.857689,117.206881
8601,TFU,LXA,29.2978,90.911903
8602,TFU,CAN,23.387862,113.29734
8603,TFU,NKG,31.735737,118.86652
8604,TFU,PEK,40.078538,116.587095
8605,TFU,PVG,31.143333,121.805278
8606,TFU,TAO,36.361944,120.088333
8607,TFU,SYX,18.305276,109.40888
8608,TFU,HFE,31.992778,116.973333
8609,TFU,PKX,39.508611,116.410833
8610,TFU,CSX,28.193336,113.214592
8611,TFU,CGO,34.527519,113.840242
8612,TFU,TSN,39.128273,117.355906
8613,TFU,KHN,28.859902,115.907845
8614,TFU,XMN,24.543064,118.134178
8615,TFU,SHE,41.634992,123.485731
8616,TFU,LJG,26.679975,100.245768
8617,TFU,HRB,45.620854,126.23644
8618,TFU,WUX,31.492889,120.424374
8619,TFU,NNG,22.61321,108.167501
8620,TFU,ZUH,22.011788,113.370601
8621,TFU,TYN,37.754996,112.62585
8622,TFU,LHW,36.509497,103.61756
8623,TFU,SJW,38.281868,114.692106
8624,TFU,DLU,25.65135,100.323158
8625,TFU,FOC,25.931231,119.66923
8626,TFU,HKG,22.315248,113.93649
8627,TFU,WNZ,27.91566,120.847381
8628,TFU,KHG,39.53689,76.010387
8629,TFU,BKK,13.693062,100.752044
8630,TFU,XNN,36.527506,102.043002
8631,TFU,HAK,19.934877,110.45896
8632,TFU,YNT,37.657222,120.987222
8633,TFU,CGQ,43.99611,125.68528
8634,TFU,NGB,29.826696,121.462002
8635,TFU,KRL,41.616399,86.143123
8636,TFU,INC,38.323031,106.388059
8637,TFU,JJN,24.802809,118.587293
8638,TFU,HET,40.854712,111.814157
8639,TFU,NTG,32.072921,120.975605
8640,TFU,CZX,31.914116,119.779762
8641,TFU,DLC,38.96102,121.539991
8642,TFU,YIN,43.951998,81.331444
8643,TFU,KUL,2.744344,101.717259
8644,TFU,HUZ,23.050418,114.596859
8645,TFU,SWA,23.54944,116.510277
8646,TFU,AKU,41.259984,80.292618
8647,TFU,JHG,21.973422,100.766454
8648,TFU,YIW,29.344562,120.028808
8650,TFU,SIN,1.361173,103.990201
8652,TFU,DMK,13.9125,100.606667
8653,TFU,DZH,31.048611,107.435556
8654,TFU,ZHA,21.214727,110.362715
8656,TFU,XUZ,34.055033,117.554758
8657,TFU,DSN,39.496721,109.860527
8658,TFU,ICN,37.458764,126.441961
8660,TFU,HKT,8.107619,98.306436
8662,TFU,HYN,28.562224,121.428614
8663,TFU,JUZ,28.966667,118.833333
8665,TFU,KTM,27.699906,85.35657
8667,TFU,KOW,25.849628,114.777786
8668,TFU,SGN,10.813045,106.662477
8669,TFU,YNZ,33.431217,120.204406
8671,TFU,KWL,25.217585,110.046839
8672,TFU,MFM,22.156587,113.57285
8674,TFU,UYN,38.361466,109.596181
8675,TFU,HAN,21.214184,105.802827
8678,TFU,XIY,34.438416,108.760946
8679,TFU,LYI,35.047477,118.407068
8680,TFU,DYG,29.10712,110.445685
8681,TFU,TPE,25.075512,121.23248
8683,TFU,BAV,40.563442,109.998495
8685,TFU,HNY,26.723889,112.618333
8689,TFU,JGS,26.856899,114.737
8690,TFU,JNG,35.646944,116.742222
8691,TFU,KIX,34.43533,135.243977
